,Laptop Name,Price,Rating
412,APPLE 2022 MacBook AIR M2,139000,0
413,DELL Ryzen 5 Hexa Core AMD R5,76890,4.5
414,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,129990,4.9
415,HP Victus Intel Core i5 12th Gen,64990,4.3
416,ASUS Zenbook 14 OLED Touch Core i7 12th Gen,109990,0
417,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,50990,4.1
418,ASUS TUF Dash F15 Core i7 12th Gen,97990,0
419,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
420,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 9 Octa Core AMD R9,115999,4.5
421,HP 14s Intel Core i5 12th Gen,62990,4.2
422,ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS,157990,0
423,HP Victus Ryzen 7 Octa Core 5800H,81990,4
424,APPLE MacBook Pro Core i5 8th Gen,162490,4.2
425,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen,40016,4
426,ASUS Ryzen 5 Hexa Core 10th Gen,73463,0
427,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
428,SAMSUNG Core i7 12th Gen,72990,4.4
429,HP OMEN Core i7 11th Gen,166499,0
430,ASUS Ryzen 9 Octa Core 10th Gen,102219,4.6
431,HP Victus Intel Core i7 12th Gen,82990,4.5
432,ASUS Ryzen 7 Quad Core 10th Gen,114999,0
433,ASUS Vivobook Flip 14 (2023) Touch Screen Ryzen 5 Hexa Core 7530U,74990,0
434,APPLE MacBook Pro Core i5 8th Gen,162490,4.2
435,HP Victus Intel Core i5 11th Gen,58990,4.1
436,ASUS TUF Gaming F15 (2022) Core i7 12th Gen,94990,4.2
437,APPLE 2021 Macbook Pro M1 Pro,239900,4.8
438,ASUS Ryzen 7 Quad Core 10th Gen,157990,0
439,HP Victus Intel Core i5 12th Gen,64990,4.3
440,SAMSUNG Core i7 12th Gen,72990,4.4
441,HP OMEN Core i7 11th Gen,166499,0
442,DELL Ryzen 5 Hexa Core 5625U,55990,3.5
443,HP Victus Ryzen 7 Octa Core 5800H,81990,4
444,ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS,171990,0
445,DELL Inspiron 7000 Core i5 10th Gen,62990,3.8
446,DELL Core i3 12th Gen,44990,3.8
447,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
448,DELL Core i3 11th Gen,45990,0
449,ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen,249990,0
450,acer Nitro 5 Ryzen 7 Hexa Core 7735HS,89990,0
451,HP Victus Intel Core i7 12th Gen,82990,4.5
452,DELL Inspiron Ryzen 5 Hexa Core 5625U,78061,0
453,DELL Core i7 12th Gen,89490,0
454,ASUS TUF Gaming F15 Core i5 10th Gen,59990,4.5
455,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
456,APPLE 2022 MacBook AIR M2,139000,0
457,MSI Core i7 13th Gen,144990,0
458,ASUS Zenbook 14X (2022) Space Edition Core i5 12th Gen,101990,3.7
459,HP Victus Intel Core i5 11th Gen,58990,4.1
460,DELL G15 Core i7 11th Gen,99000,4.5
461,Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H,177990,0
462,DELL Inspiron Ryzen 7 Octa Core 5825U,73890,5
463,HP Victus Intel Core i5 12th Gen,64990,4.3
464,ASUS TUF Gaming F15 Core i5 10th Gen,65990,4.4
465,Lenovo IdeaPad 3 Intel Core i3 11th Gen,40200,4.3
466,HP Pavilion Intel Core i3 11th Gen,53469,4.1
467,HP Victus Ryzen 7 Octa Core 5800H,81990,4
468,HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H,82990,4.2
469,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,58990,4.5
470,APPLE 2022 MacBook AIR M2,139000,0
471,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
472,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,187990,3.7
473,APPLE 2023 MacBook Pro M2 Pro,249900,0
474,ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,49990,0
475,HP Victus Intel Core i7 12th Gen,82990,4.5
476,Lenovo Intel Core i7 12th Gen,119990,0
477,MSI Core i5 13th Gen,62990,0
478,DELL Core i5 12th Gen,110490,5
479,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
480,ASUS Chromebook Celeron Dual Core,25990,4.1
481,DELL Inspiron Core i5 12th Gen,88490,0
482,acer Aspire 5 Core i3 12th Gen,45990,0
483,HP Victus Intel Core i5 11th Gen,58990,4.1
484,HP Pavilion Ryzen 5 Hexa Core 5500U,64700,4.2
485,DELL Inspiron Core i3 11th Gen,44490,2.8
486,HP Omen Ryzen 7 Octa Core 6800H,122560,0
487,HP Victus Intel Core i5 12th Gen,64990,4.3
488,ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen,219990,0
489,HP OMEN Ryzen 9 Octa Core 5900H,124990,3.7
490,DELL Inspiron Core i3 12th Gen,61390,3.9
491,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
492,DELL Inspiron Ryzen 5 Hexa Core 5625U,54490,4.1
493,ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9,117990,4.5
494,ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen,184004,0
495,HP Victus Ryzen 7 Octa Core 5800H,81990,4
496,Lenovo IdeaPad 5 Intel Core i5 11th Gen,61290,0
497,DELL Ryzen 7 Octa Core AMD R7,104990,3.6
498,ASUS ROG Zephyrus M16 (2023) Core i9 13th Gen,364990,0
499,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
500,Lenovo Athlon Dual Core,18990,3.6
501,MSI Core i7 13th Gen,77990,0
502,ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS,151990,0
503,HP Victus Intel Core i7 12th Gen,82990,4.5
504,DELL Inspiron Core i5 11th Gen,69990,4.2
505,ASUS Ryzen 5 Hexa Core,75100,0
506,ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen,219990,0
507,HP Victus Intel Core i5 11th Gen,58990,4.1
508,ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U,66990,0
509,APPLE 2021 Macbook Pro M1 Max,319990,4.3
510,DELL Ryzen 7 Octa Core AMD R7,105990,0
511,HP Victus Intel Core i5 12th Gen,64990,4.3
512,APPLE 2022 MacBook AIR M2,137900,0
513,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,56990,4.1
514,Lenovo IdeaPad 3 Intel Core i3 10th Gen,38990,4.3
515,HP Victus Ryzen 7 Octa Core 5800H,81990,4
516,ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U,59990,0
517,ASUS ROG Flow Z13 (2022) Core i5 12th Gen,113990,0
518,DELL Ryzen 7 Octa Core AMD R7,104990,3.6
519,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
520,DELL G15 Ryzen 7 Octa Core 5800H,89890,4.4
521,ASUS Core i9 10th Gen,269990,4.8
522,DELL Vostro Core i3 11th Gen,42907,4.1
523,HP Victus Intel Core i7 12th Gen,82990,4.5
524,MSI Core i7 13th Gen,77990,0
525,ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9,117990,4.5
526,ALIENWARE Core i7 10th Gen,250000,4
527,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
528,ASUS VivoBook 14 (2022) Ryzen 3 Dual Core AMD R3,27990,4.3
529,ASUS Core i5 12th Gen,54931,0
530,ASUS Chromebook Flip Touch Celeron Dual Core,20990,4
531,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
532,DELL Ryzen 7 Octa Core AMD R7,105990,0
533,ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U,56990,0
534,DELL Alienware Core i7 12th Gen,280490,0
535,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,51990,4.3
536,DELL Core i7 12th Gen,102490,4.5
537,ASUS Vivobook 15 OLED (2022) Core i3 12th Gen,57999,4.5
538,DELL G15 Core i5 10th Gen,75990,4.4
539,HP Victus Intel Core i5 11th Gen,58990,4.1
540,Lenovo IdeaPad 3 Intel Core i3 11th Gen,40200,4.3
541,ASUS ROG Flow X13 Ryzen 7 Octa Core AMD R7,147990,0
542,ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,74990,0
543,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5,53990,4.4
544,GIGABYTE G5 ME,85990,0
545,Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen,74990,5
546,Lenovo Thinkbook Core i7 11th Gen,140131,4.2
547,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
548,HP Envy x360 Creator Intel Evo Core i5 12th Gen,82990,4.1
549,HP Victus Ryzen 7 Octa Core 5800H,80599,0
550,ASUS Vivobook 15 Core i5 12th Gen,56990,4
551,HP Victus Intel Core i5 12th Gen,64990,4.3
552,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,162990,0
553,ASUS Ryzen 5 Hexa Core,75100,0
554,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,161990,3.8
555,HP Victus Intel Core i5 11th Gen,58990,4.1
556,ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H,65990,0
557,DELL Alienware Core i7 12th Gen,246490,0
558,Lenovo Ryzen 3 Dual Core 3250U,31490,3.6
559,HP Victus Intel Core i5 12th Gen,64990,4.3
560,MSI Core i7 12th Gen,67990,4.2
561,ASUS ROG Zephyrus G14 (2022) Ryzen 9 Octa Core AMD R9,191990,4
562,HP Pavilion Gaming Core i5 11th Gen,69057,4.1
563,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
564,acer Swift 3 OLED Core i7 12th Gen,115999,0
565,acer Extensa Core i5 11th Gen,42990,4
566,ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U,59990,0
567,HP Victus Ryzen 7 Octa Core 5800H,81990,4
568,MSI GF63 Thin Hexa Core i5 10th Gen,53990,4.4
569,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,71990,4.4
570,ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,49990,0
571,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
572,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,58990,4.5
573,MSI Pulse GL66 Core i7 11th Gen,113990,4.5
574,ASUS TUF Gaming F15 Core i5 10th Gen,65990,4.5
575,HP Victus Intel Core i7 12th Gen,82990,4.5
576,ASUS Zenbook 14 OLED (2023) Ryzen 5 Hexa Core 7530U,94990,0
577,DELL Inspiron 3501 Core i3 10th Gen,39490,4.3
578,ASUS Vivobook 15 Core i5 12th Gen,56990,4
579,HP Victus Intel Core i5 11th Gen,58990,4.1
580,HP Pavilion Gaming Core i5 11th Gen,69057,4.1
581,DELL Ryzen 3 Dual Core 3rd Gen,43490,0
582,acer Extensa Core i5 11th Gen,42990,4
583,HP Victus Intel Core i5 12th Gen,64990,4.3
584,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,71990,4.4
585,ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U,49990,0
586,MSI Pulse GL66 Core i7 11th Gen,113990,4.5
587,HP Victus Ryzen 7 Octa Core 5800H,81990,4
588,SAMSUNG Galaxy Book3 Core i5 Core i5 13th Gen,79990,4.6
589,HP Omen Core i5 7th Gen,87490,0
590,DELL Alienware Core i7 12th Gen,246490,0
591,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
592,DELL Ryzen 3 Quad Core 5425U,40990,4.5
593,HP Envy x360 Creator Intel Evo Core i5 12th Gen,80990,4.9
594,ASUS Core i3 12th Gen,38099,4
595,HP Victus Intel Core i7 12th Gen,82990,4.5
596,MSI GP76 Core i7 11th Gen,180990,4.4
597,HP Pavilion Ryzen 5 Hexa Core AMD R5,59990,4.5
598,HP 15s Intel Core i5 11th Gen,54990,4
599,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
600,APPLE 2022 MacBook AIR M2,135990,4.5
601,DELL Vostro Core i3 10th Gen,42990,4.1
602,Lenovo IdeaPad 3 Intel Core i5 11th Gen,53490,4.3
603,HP Victus Intel Core i5 11th Gen,58990,4.1
604,DELL Core i5 12th Gen,64990,4.3
605,DELL Inspiron Core i5 11th Gen,78190,4.5
606,ASUS TUF Gaming F15 Core i5 10th Gen,62990,4.4
607,HP Victus Intel Core i5 12th Gen,64990,4.3
608,Lenovo Ryzen 7 Octa Core 5800H,131990,0
609,DELL Core i5 12th Gen,89490,0
610,DELL Inspiron Core i3 10th Gen,44490,4.3
611,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
612,DELL Inspiron Core i5 11th Gen,69990,4.2
613,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,157990,4
614,Lenovo IdeaPad 3 Intel Core i3 10th Gen,35890,5
615,HP Victus Ryzen 7 Octa Core 5800H,81990,4
616,ASUS VivoBook 15 (2022) Core i3 11th Gen,37990,4.3
617,ASUS Core i5 11th Gen,84990,4.8
618,ASUS Ryzen 7 Dual Core 10th Gen,96085,0
619,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
620,DELL Core i5 11th Gen,70430,0
621,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,56990,4.1
622,HP Victus Ryzen 7 Octa Core 5800H,121677,0
623,HP Victus Intel Core i7 12th Gen,82990,4.5
624,DELL Ryzen 7 Octa Core 5700U,89976,0
625,MSI Core i5 13th Gen,65990,0
626,ASUS (2022) Celeron Dual Core,22490,4.1
627,HP Victus Intel Core i5 11th Gen,58990,4.1
628,ASUS Chromebook Celeron Dual Core,18990,3.6
629,Lenovo Legion 5 Pro Intel Core i7 11th Gen,184990,0
630,Lenovo IdeaPad 3 Intel Core i5 11th Gen,53490,4.3
631,HP Victus Intel Core i5 12th Gen,64990,4.3
632,HP Victus Ryzen 5 Hexa Core 6600H,78680,0
633,HP Chromebook Intel Core i3 11th Gen,34990,3.9
634,Lenovo IdeaPad 3 Intel Core i3 10th Gen,35890,5
635,HP Victus Ryzen 7 Octa Core 5800H,81990,4
636,DELL Inspiron Core i5 11th Gen,71857,0
637,DELL Inspiron 5518 Core i5 11th Gen,78290,4.5
638,HP G Series Core i3 10th Gen,39990,4.3
639,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
640,ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS,247990,0
641,Infinix INBook X2 Plus Core i3 11th Gen,33990,4.2
642,Lenovo IdeaPad 3 Intel Core i3 10th Gen,35990,4.2
643,HP Victus Intel Core i7 12th Gen,82990,4.5
644,MSI Core i7 12th Gen,129490,3.7
645,ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,74990,4.7
646,DELL Core i9 12th Gen,177990,0
647,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
648,acer Ryzen 5 Quad Core 7520U,44990,0
649,DELL Core i3 11th Gen,45390,0
650,DELL Vostro Core i3 11th Gen,43090,4.3
651,HP Victus Intel Core i5 11th Gen,58990,4.1
652,MSI Prestige 14 Intel EVO Core i5 11th Gen,69990,4.6
653,ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen,174990,0
654,DELL Core i5 12th Gen,67990,2.3
655,HP Victus Intel Core i5 12th Gen,64990,4.3
656,DELL G15 Core i7 11th Gen,96999,4.3
657,acer Intel EVO Swift 5 Core i5 11th Gen,79990,4.8
658,MSI Creator Z16 Core i9 11th Gen,179990,4.7
659,HP Victus Ryzen 7 Octa Core 5800H,81990,4
660,Lenovo Ryzen 5 Hexa Core 5500U,45990,0
661,DELL Core i5 11th Gen,70430,0
662,ASUS VivoBook 15 (2022) Core i3 10th Gen,35990,4.3
663,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
664,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,56990,4.5
665,APPLE MacBook Air M1,109990,4.7
666,acer Swift X Core i7 11th Gen,114990,0
667,HP Victus Intel Core i7 12th Gen,82990,4.5
668,HP Pavilion Intel Core i5 12th Gen,77070,4.4
669,HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen,213582,0
670,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,157990,0
671,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
672,HP OMEN Core i7 12th Gen,171399,0
673,DELL G15 Core i7 11th Gen,96999,4.3
674,acer Swift Go 14 Ryzen 5 Hexa Core 7530U,62990,0
675,HP Victus Intel Core i5 11th Gen,58990,4.1
676,SAMSUNG Galaxy Book3 Core i5 Core i5 13th Gen,79990,0
677,ASUS ZenBook 13 Core i5 8th Gen,72150,4.1
678,Lenovo IdeaPad 3 Intel Core i3 10th Gen,35990,4.2
679,HP Victus Intel Core i5 12th Gen,64990,4.3
680,DELL Core i9 12th Gen,177990,0
681,APPLE MacBook Air M1,112900,4.7
682,HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U,28990,4.2
683,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
684,MSI Core i5 13th Gen,67990,0
685,acer Extensa Core i3 11th Gen,34990,0
686,ASUS Core i9 11th Gen,88000,0
687,HP Victus Ryzen 7 Octa Core 5800H,81990,4
688,DELL Ryzen 7 Octa Core 5700U,89976,0
689,DELL Core i5 10th Gen,68499,0
690,APPLE 2020 Macbook Air M1,112990,4.6
691,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
692,DELL Vostro Ryzen 3 Dual Core R3,36400,3.8
693,MSI Core i3 12th Gen,48990,0
694,DELL Alienware Core i5 12th Gen,154990,0
695,HP Victus Intel Core i7 12th Gen,82990,4.5
696,DELL Core i5 11th Gen,56990,4
697,HP G Series Core i3 10th Gen,39990,4.3
698,DELL Athlon Dual Core 3050U,49852,0
699,HP Victus Intel Core i5 11th Gen,58990,4.1
700,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,59990,4.5
701,acer Nitro 5 Ryzen 5 Hexa Core 7535HS,79990,0
702,acer Extensa Core i3 11th Gen,34990,0
703,HP Victus Intel Core i5 12th Gen,64990,4.3
704,HP Ryzen 3 Quad Core R3 3250,31990,3.8
705,acer Aspire 7 Core i5 12th Gen,69990,4.3
706,DELL Inspiron 3000 Core i3 11th Gen,41590,0
707,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
708,DELL Inspiron Core i3 11th Gen,35990,4.3
709,acer Swift X Core i5 11th Gen,94990,0
710,HP Spectre Eyesafe Intel Evo Core i7 12th Gen,130990,4
711,HP Victus Ryzen 7 Octa Core 5800H,81990,4
712,Lenovo IdeaPad Flex 5 Intel Core i3 12th Gen,86690,0
713,ASUS VivoBook 14 Core i3 12th Gen,42990,4.1
714,DELL Inspiron Core i5 11th Gen,71857,0
715,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
716,SAMSUNG Galaxy Book2 Core i5 12th Gen,66990,4.5
717,Vaio E Series Ryzen 5 Quad Core 3500U,34990,3.9
718,Lenovo Ryzen 5 Hexa Core,63900,0
719,HP Victus Intel Core i7 12th Gen,82990,4.5
720,HP Core i3 11th Gen,43500,4
721,ASUS VivoBook Gaming (2020) Core i7 10th Gen,87390,4.3
722,Avita Liber Core i7 10th Gen,44990,3.8
723,HP Victus Intel Core i5 11th Gen,58990,4.1
724,DELL Inspiron Core i5 12th Gen,59769,3.8
725,acer Swift Edge OLED Ryzen 7 Octa Core 6800U,138999,0
726,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,97990,4.5
727,HP Victus Intel Core i5 12th Gen,64990,4.3
728,Lenovo IdeaPad 3 Intel Core i3 10th Gen,36990,5
729,HP Laptop Core i3 11th Gen,39990,4.4
730,DELL Inspiron Core i3 11th Gen,42990,4.2
731,HP Victus Ryzen 7 Octa Core 5800H,81990,4
732,ASUS Vivobook 14 Core i3 11th Gen,35990,4.4
733,DELL Vostro Core i5 11th Gen,63090,3.9
734,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
735,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
736,ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U,62990,0
737,Lenovo Core i3 11th Gen,32199,0
738,Lenovo IdeaPad 3 Ryzen 3 Dual Core 3250U,37990,4.4
739,HP Victus Intel Core i7 12th Gen,82990,4.5
740,ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,171990,0
741,acer Aspire 3 Pentium Silver,26490,4.2
742,DELL Core i5 12th Gen,60990,3.7
743,Lenovo Ryzen 5 Hexa Core,63900,0
744,Lenovo Ideapad 720S Core i5 8th Gen,74990,3.3
745,Avita Liber Core i7 10th Gen,44990,3.8
746,ASUS VivoBook 14 Ryzen 5 Quad Core AMD R5,39490,4.4
747,HP Victus Intel Core i5 11th Gen,58990,4.1
748,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
749,ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U,62990,0
750,HP Intel Core i5 10th Gen,126000,5
751,HP Victus Intel Core i5 12th Gen,64990,4.3
752,Lenovo Core i3 11th Gen,32199,0
753,acer Aspire 3 Ryzen 3 Dual Core 3250U,26990,4.2
754,acer Spin 3 Core i5 12th Gen,84990,0
755,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
756,acer Aspire Core i5 12th Gen,52990,0
757,ASUS Zenbook 14 Flip Ryzen 7 Octa Core 5800H,105299,0
758,DELL Core i3 11th Gen,56426,0
759,HP Victus Ryzen 7 Octa Core 5800H,81990,4
760,ASUS VivoBook Gaming (2020) Core i7 10th Gen,87390,4.3
761,Vaio E Series Ryzen 7 Quad Core 3700U,52990,3.7
762,acer Ryzen 5 Hexa Core 6600H,84990,0
763,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
764,ASUS Ryzen 5 Dual Core 5th Gen,61990,4.5
765,acer Aspire 3 Pentium Silver,26490,4.2
766,HP Victus Ryzen 7 Octa Core 5800H,87830,4.4
767,HP Victus Intel Core i7 12th Gen,82990,4.5
768,Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen,85998,0
769,ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen,399990,0
770,acer Swift Edge OLED Ryzen 7 Octa Core 6800U,138999,0
771,HP Victus Intel Core i5 11th Gen,58990,4.1
772,ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,178990,5
773,acer Aspire 5 Core i5 11th Gen,60130,4.1
774,DELL Vostro Core i3 10th Gen,32490,4.3
775,HP Victus Intel Core i5 12th Gen,64990,4.3
776,DELL Inspiron Core i3 10th Gen,44190,4.3
777,realme Book (Slim) Core i3 11th Gen,46990,4.4
778,ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen,174990,0
779,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
780,acer Aspire 7 Core i5 10th Gen,47990,4.4
781,acer Predator Helios 300 Core i7 11th Gen,104990,4.5
782,ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS,162990,0
783,HP Victus Ryzen 7 Octa Core 5800H,81990,4
784,ASUS EeeBook 12 Celeron Dual Core,18990,4.1
785,ASUS VivoBook 15 (2022) Core i7 10th Gen,59999,4.1
786,DELL Inspiron Core i3 11th Gen,45990,4.4
787,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
788,ASUS Vivobook Pro 15 Core i9 11th Gen,85990,4
789,Lenovo IdeaPad 3 Chromebook Intel Celeron Dual Core,16100,3.5
790,DELL Vostro Core i3 11th Gen,44290,4
791,HP Victus Intel Core i7 12th Gen,82990,4.5
792,Lenovo Celeron Dual Core,19990,3.7
793,ASUS Ryzen 5 Octa Core,50905,0
794,HP Victus Core i5 12th Gen,77800,4
795,HP Victus Intel Core i5 11th Gen,58990,4.1
796,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,66490,4
797,SAMSUNG Core i5 12th Gen,59990,4.6
798,ASUS Core i3 10th Gen,34100,4.5
799,HP Victus Intel Core i5 12th Gen,64990,4.3
800,DELL Inspiron Core i5 11th Gen,62500,4.1
801,DELL Core i3 12th Gen,64099,0
802,Lenovo IdeaPad 3 Core i3 11th Gen,60090,0
803,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
804,HP OMEN Ryzen 7 Octa Core AMD R7,102490,4.7
805,HP Pavilion x360 Core i3 8th Gen,58990,4
806,Infinix INBook X1 Neo Series Celeron Quad Core,21990,4.1
807,HP Victus Ryzen 7 Octa Core 5800H,81990,4
808,HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen,157376,0
809,ASUS TUF Gaming F15 Core i9 11th Gen,114990,4.4
810,Lenovo IdeaPad 3 Intel Core i3 11th Gen,37990,3.7
811,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
812,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,58490,4.5
813,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,166990,0
814,DELL XPS Core i5 12th Gen,173636,0
815,HP Victus Intel Core i7 12th Gen,82990,4.5
816,ASUS Ryzen 7 Octa Core 10th Gen,97990,0
817,ASUS Ryzen 5 Hexa Core 5500U,47990,4.5
818,ASUS Core i3 10th Gen,35490,4.3
819,HP Victus Intel Core i5 11th Gen,58990,4.1
820,ASUS Ryzen 7 Octa Core 5800U,79990,3
821,HP Pavilion Intel Core i5 12th Gen,63000,0
822,DELL Inspiron Core i5 11th Gen,89290,3.9
823,HP Victus Intel Core i5 12th Gen,64990,4.3
824,ASUS Vivobook Flip 14 (2022) Touch Panel Core i5 12th Gen,74990,4.2
825,DELL G15 Core i7 12th Gen,99990,3.6
826,ASUS Vivobook 14 (2022) Core i5 12th Gen,63990,4.4
827,HP Victus Ryzen 7 Octa Core 5800H,81990,4
828,HP Pavilion x360 Core i5 12th Gen,75070,4.8
829,MSI Core i7 13th Gen,119990,0
830,HP Ryzen 5 Hexa Core 5600U,82500,0
831,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
832,ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,167990,0
833,DELL XPS Core i5 11th Gen,108990,0
834,MSI Stealth Core i7 8th Gen,174490,4.8
835,HP Victus Intel Core i7 12th Gen,82990,4.5
836,ASUS Core i7 7th Gen,70990,4.4
837,Avita PURA E 14 Ryzen 5 Quad Core 3rd Gen,26990,0
838,ASUS Vivobook 15 Core i3 10th Gen,35490,4.1
839,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
840,Vaio SE Series Core i5 8th Gen,58990,3.8
841,acer Aspire 3 Celeron Dual Core,41999,4.4
842,ASUS Core i3 10th Gen,35999,4.5
843,HP Victus Intel Core i5 11th Gen,58990,4.1
844,Lenovo Intel Celeron Dual Core,28490,3.8
845,APPLE 2020 Macbook Pro M1,128490,4.5
846,Infinix INBook X1 Neo Series Celeron Quad Core,21990,4.1
847,HP Victus Intel Core i5 12th Gen,64990,4.3
